,Band,Fans,Formed,Consciously Uncoupled,Country,Happiness Rank,Happiness Score,Whisker High,Whisker Low,GDP Per Capita,Family,Life Expectancy,Freedom,Generosity,Trust/Corruption,Dystopia Index
2107,Sinamore,25,1998,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2108,Sons Of Aeon,25,2009,2009,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2109,Stone,25,1985,1985,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2110,End Of You,24,2003,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2111,Naildown,24,2003,2003,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2112,RoutaSielu,22,2010,2010,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2113,Wormphlegm,22,2000,2000,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2114,Fear Of Domination,21,2006,2006,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2115,Unholy,21,1988,1988,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2116,Convulse,20,1988,1988,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2117,Crystalic,20,1998,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2118,Pressure Points,20,2004,2004,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2119,Profetus,20,2006,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2120,Vordven,20,1996,1996,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2121,Arion,19,2011,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2122,Machine Men,19,1998,2011,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2123,Dark Flood,18,1996,1996,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2124,Hanoi Rocks,18,1979,1979,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2125,My Shameful,18,1999,1999,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2126,Profane Omen,18,1999,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2127,Reflexion,18,1996,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2128,Verjnuarmu,18,2001,2001,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2129,Burning Point,17,1999,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2130,Corpsessed,17,2007,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2131,Enthring,17,2006,2006,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2132,Saattue,17,2001,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2133,Vorna,17,2008,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2134,Hevein,16,1992,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2135,Enochian Crescent,15,1995,1995,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2136,Winterborn,15,2004,2004,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2137,Dark Buddha Rising,14,2007,2007,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2138,Darkwoods My Betrothed,14,1993,1993,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2139,Lord Vicar,14,2007,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2140,Oddland,14,2002,2002,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2141,Unshine,14,2001,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2142,Anthriel,13,2004,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2143,Farmakon,13,2001,2001,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2144,Purtenance,13,1989,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2145,Sotajumala,13,1998,2016,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2146,Synestesia,13,2001,2012,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2147,Aarni,12,1998,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2148,Häive,12,2002,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2149,Soulgrind,12,1992,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2150,Spiritus Mortis,12,1987,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2151,Survivors Zero,12,2006,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2152,Agonizer,11,1998,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2153,Malpractice,11,1994,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2154,Memoira,11,2007,2007,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2155,Pain Confessor,11,2002,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2156,Radiance (FIN),11,2007,2007,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2157,Shear,11,2008,2008,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2158,Twilight Guardians,11,1996,1996,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2159,Vanguard,11,1999,1999,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2160,Ghost Machinery,10,2002,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2161,Cardiant,9,2000,2000,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2162,Domovoyd,9,2010,2010,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2163,Dotma,9,2005,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2164,Exsecratus,9,2004,2013,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2165,Hevisaurus,9,2009,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2166,Sole Remedy,9,1998,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2167,Terhen,9,2004,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2168,Aberrant Vascular,8,2003,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2169,Clandestine Blaze,8,1998,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2170,Consciousness Removal Project,8,2004,2004,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2171,Dark Sarah,8,2012,2012,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2172,Deathbound,8,1995,1995,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2173,Mirzadeh,8,2000,2000,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2174,Slugathor,8,1999,1999,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2175,Stabat Mater,8,2001,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2176,The Final Harvest,8,2007,2007,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2177,Vorum,8,2006,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2178,0 X í S T,7,2008,2016,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2179,Astral Sleep,7,2004,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2180,Atomikylä,7,2011,2011,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2181,The Wandering Midget,7,2005,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2182,2 Times Terror,6,2006,2006,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2183,Blackstar Halo,6,1998,1998,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2184,Decaying,6,2010,2010,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2185,Elenium,6,1995,1995,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2186,Embassy Of Silence,6,2007,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2187,Horse Latitudes,6,2009,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2188,Magenta Harvest,6,2005,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2189,Medicated,6,2005,2005,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2190,Mors Subita,6,1999,1999,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2191,Oz,6,1977,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2192,Project Silence,6,2008,2008,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2193,Skyward,6,2000,2000,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2194,Abhorrence,5,1989,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2195,Altar Of Betelgeuze,5,2010,2010,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2196,Dauntless,5,1991,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2197,Divercia,5,1998,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2198,End Of Aeon,5,2011,2011,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2199,For Selena And Sin,5,2004,2004,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2200,Kataplexia,5,2002,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2201,Lantern,5,2007,2007,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2202,Slivers Of Silence,5,2008,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2203,Taatsi,5,2013,2013,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2204,The Mist And The Morning Dew,5,2000,2005,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2205,Amendfoil,4,2007,2007,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2206,Cønstantine,4,2006,2006,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2207,Cryptborn,4,2010,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2208,Embraze,4,1994,1994,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2209,Fall Of The Idols,4,2000,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2210,Feastem,4,2005,2005,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2211,The Scourger,4,2003,2003,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2212,Total Devastation,4,1998,1998,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2213,Vainaja,4,2011,2011,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2214,Vortech,4,2000,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2215,Xysma,4,1988,1988,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2216,Antipope,3,2004,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2217,Calvarium,3,2001,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2218,Church Of Void,3,2010,2010,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2219,Feridea,3,2012,2012,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2220,Goathemy,3,1995,1995,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2221,Havoc Unit,3,2005,2013,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2222,Kenziner,3,1997,1997,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2223,Let Me Dream,3,1989,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2224,Manitou,3,1997,1997,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2225,Maveth,3,2007,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2226,Misery Inc.,3,2001,2008,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2227,Ordog,3,2005,2005,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2228,Rippikoulu,3,1990,1990,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2229,Sear,3,2001,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2230,Sethian,3,1998,1998,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2231,Silent Voices,3,1995,1995,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2232,Status Abnormis,3,2010,2010,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2233,The Undivine,3,2005,2005,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2234,Witheria,3,1999,1999,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2235,2 Wolves,2,2010,2010,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2236,Anal Blasphemy,2,2002,2002,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2237,Cardinals Folly,2,2007,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2238,Cavus,2,2008,2008,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2239,Coprolith,2,2001,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2240,Crimson Sun,2,2001,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2241,Death Toll 80k,2,2005,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2242,Ghost Voyage,2,2008,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2243,Liquorworks,2,2006,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2244,Lunar Path,2,2006,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2245,Masterstroke,2,2002,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2246,Morian,2,2002,2002,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2247,Nerve End,2,2009,2009,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2248,Sarcofagus,2,1977,1977,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2249,Shaman (FIN),2,1997,1997,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2250,Standing Ovation,2,2006,-,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
2251,Woods Of Belial,2,1995,1995,Finland,5,7.468999863,7.5275420760000005,7.41045765,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
